history_id,opportunity_id,field,old_value,new_value,created_date,created_by
HIST-0017708,OPP-02260,Amount,,258700,2024-08-01,Antonio Rodriguez
HIST-0017709,OPP-02260,StageName,1 - Prospecting,2 - Scoping,2024-09-25,Antonio Rodriguez
HIST-0017710,OPP-02260,StageName,2 - Scoping,3 - Engaged,2024-10-31,Antonio Rodriguez
HIST-0017711,OPP-02260,StageName,3 - Engaged,4 - Proposal,2024-12-06,Antonio Rodriguez
HIST-0017712,OPP-02260,StageName,4 - Proposal,5 - Negotiation,2025-01-09,Antonio Rodriguez
HIST-0017713,OPP-02260,StageName,5 - Negotiation,6 - Closed Won,2025-02-06,Antonio Rodriguez
HIST-0017714,OPP-02260,StageName,6 - Closed Won,7 - Closed Lost,2025-04-11,Antonio Rodriguez
HIST-0017715,OPP-02260,CloseDate,2025-02-28,2025-03-31,2025-02-14,Antonio Rodriguez
HIST-0017716,OPP-02260,CloseDate,2025-03-31,2025-04-11,2025-03-17,Antonio Rodriguez
HIST-0017717,OPP-02261,StageName,,1 - Prospecting,2023-05-29,Marcus Webb
HIST-0017718,OPP-02261,CloseDate,,2024-08-31,2023-05-29,Marcus Webb
HIST-0017719,OPP-02261,Amount,,58200,2023-05-29,Marcus Webb
HIST-0017720,OPP-02261,StageName,1 - Prospecting,2 - Scoping,2023-06-13,Marcus Webb
HIST-0017721,OPP-02261,StageName,2 - Scoping,3 - Engaged,2023-07-30,Marcus Webb
HIST-0017722,OPP-02261,StageName,3 - Engaged,2 - Scoping,2023-08-18,Marcus Webb
HIST-0017723,OPP-02261,StageName,2 - Scoping,3 - Engaged,2023-09-04,Marcus Webb
HIST-0017724,OPP-02261,StageName,3 - Engaged,4 - Proposal,2023-10-19,Marcus Webb
HIST-0017725,OPP-02261,StageName,4 - Proposal,5 - Negotiation,2023-11-07,Marcus Webb
HIST-0017726,OPP-02261,StageName,5 - Negotiation,4 - Proposal,2024-03-22,Marcus Webb
HIST-0017727,OPP-02261,StageName,4 - Proposal,5 - Negotiation,2024-04-19,Marcus Webb
HIST-0017728,OPP-02261,StageName,5 - Negotiation,6 - Closed Won,2024-06-29,Marcus Webb
HIST-0017729,OPP-02261,CloseDate,2024-08-31,2024-07-31,2024-08-10,Marcus Webb
HIST-0017730,OPP-02261,CloseDate,2024-07-31,2024-06-29,2024-08-11,Marcus Webb
HIST-0017731,OPP-02262,StageName,,1 - Prospecting,2022-04-10,Brian Kim
HIST-0017732,OPP-02262,CloseDate,,2022-10-31,2022-04-10,Brian Kim
HIST-0017733,OPP-02262,Amount,,50900,2022-04-10,Brian Kim
HIST-0017734,OPP-02262,StageName,1 - Prospecting,2 - Scoping,2022-05-26,Brian Kim
HIST-0017735,OPP-02262,StageName,2 - Scoping,7 - Closed Lost,2023-01-10,Brian Kim
HIST-0017736,OPP-02262,CloseDate,2022-10-31,2023-01-10,2022-10-10,Brian Kim
HIST-0017737,OPP-02263,StageName,,1 - Prospecting,2023-01-14,Samantha Lee
HIST-0017738,OPP-02263,CloseDate,,2023-03-31,2023-01-14,Samantha Lee
HIST-0017739,OPP-02263,Amount,,56800,2023-01-14,Samantha Lee
HIST-0017740,OPP-02263,StageName,1 - Prospecting,6 - Closed Won,2023-02-22,Samantha Lee
HIST-0017741,OPP-02263,CloseDate,2023-03-31,2023-02-13,2023-03-03,Samantha Lee
HIST-0017742,OPP-02263,CloseDate,2023-02-13,2023-02-22,2023-03-04,Samantha Lee
HIST-0017743,OPP-02264,StageName,,1 - Prospecting,2022-08-21,Marcus Webb
HIST-0017744,OPP-02264,CloseDate,,2023-01-15,2022-08-21,Marcus Webb
HIST-0017745,OPP-02264,Amount,,66000,2022-08-21,Marcus Webb
HIST-0017746,OPP-02264,StageName,1 - Prospecting,7 - Closed Lost,2023-01-15,Marcus Webb
HIST-0017747,OPP-02265,StageName,,1 - Prospecting,2026-03-29,Jennifer Walsh
HIST-0017748,OPP-02265,CloseDate,,2026-04-28,2026-03-29,Jennifer Walsh
HIST-0017749,OPP-02265,Amount,,7300,2026-03-29,Jennifer Walsh
HIST-0017750,OPP-02265,CloseDate,2026-04-28,2026-04-30,2026-04-07,Jennifer Walsh
HIST-0017751,OPP-02265,CloseDate,2026-04-30,2026-07-28,2026-04-11,Jennifer Walsh
HIST-0017752,OPP-02265,Amount,7300,7500,2026-04-02,Jennifer Walsh
HIST-0017753,OPP-02265,Amount,7500,6800,2026-04-10,Jennifer Walsh
HIST-0017754,OPP-02266,StageName,,1 - Prospecting,2022-05-15,Olivia Chen
HIST-0017755,OPP-02266,CloseDate,,2023-01-05,2022-05-15,Olivia Chen
HIST-0017756,OPP-02266,Amount,,27400,2022-05-15,Olivia Chen
HIST-0017757,OPP-02266,StageName,1 - Prospecting,2 - Scoping,2022-06-12,Olivia Chen
HIST-0017758,OPP-02266,StageName,2 - Scoping,3 - Engaged,2022-07-07,Olivia Chen
HIST-0017759,OPP-02266,StageName,3 - Engaged,7 - Closed Lost,2023-01-05,Olivia Chen
HIST-0017760,OPP-02267,StageName,,1 - Prospecting,2023-12-20,Derek Thompson
HIST-0017761,OPP-02267,CloseDate,,2025-06-26,2023-12-20,Derek Thompson
HIST-0017762,OPP-02267,Amount,,11100,2023-12-20,Derek Thompson
HIST-0017763,OPP-02267,StageName,1 - Prospecting,7 - Closed Lost,2025-06-26,Derek Thompson
HIST-0017764,OPP-02268,StageName,,1 - Prospecting,2023-09-17,Kevin O'Brien
HIST-0017765,OPP-02268,CloseDate,,2023-11-30,2023-09-17,Kevin O'Brien
HIST-0017766,OPP-02268,Amount,,27800,2023-09-17,Kevin O'Brien
HIST-0017767,OPP-02268,StageName,1 - Prospecting,2 - Scoping,2023-10-11,Kevin O'Brien
HIST-0017768,OPP-02268,StageName,2 - Scoping,3 - Engaged,2023-11-06,Kevin O'Brien
HIST-0017769,OPP-02268,StageName,3 - Engaged,4 - Proposal,2023-12-03,Kevin O'Brien
HIST-0017770,OPP-02268,StageName,4 - Proposal,5 - Negotiation,2023-12-20,Kevin O'Brien
HIST-0017771,OPP-02268,StageName,5 - Negotiation,6 - Closed Won,2024-01-04,Kevin O'Brien
HIST-0017772,OPP-02268,StageName,6 - Closed Won,7 - Closed Lost,2024-04-08,Kevin O'Brien
HIST-0017773,OPP-02268,CloseDate,2023-11-30,2024-01-31,2023-11-16,Kevin O'Brien
HIST-0017774,OPP-02268,CloseDate,2024-01-31,2023-11-30,2024-01-10,Kevin O'Brien
HIST-0017775,OPP-02268,CloseDate,2023-11-30,2024-02-29,2024-01-11,Kevin O'Brien
HIST-0017776,OPP-02268,CloseDate,2024-02-29,2024-04-08,2024-02-08,Kevin O'Brien
HIST-0017777,OPP-02269,StageName,,1 - Prospecting,2021-10-10,James Harrington
HIST-0017778,OPP-02269,CloseDate,,2022-05-24,2021-10-10,James Harrington
HIST-0017779,OPP-02269,Amount,,314800,2021-10-10,James Harrington
HIST-0017780,OPP-02269,StageName,1 - Prospecting,7 - Closed Lost,2022-05-24,James Harrington
HIST-0017781,OPP-02270,StageName,,1 - Prospecting,2021-01-24,Natalie Foster
HIST-0017782,OPP-02270,CloseDate,,2022-01-31,2021-01-24,Natalie Foster
HIST-0017783,OPP-02270,Amount,,609900,2021-01-24,Natalie Foster
HIST-0017784,OPP-02270,StageName,1 - Prospecting,2 - Scoping,2021-02-25,Natalie Foster
HIST-0017785,OPP-02270,StageName,2 - Scoping,3 - Engaged,2021-03-14,Natalie Foster
HIST-0017786,OPP-02270,StageName,3 - Engaged,7 - Closed Lost,2022-02-19,Natalie Foster
HIST-0017787,OPP-02270,CloseDate,2022-01-31,2022-02-19,2022-01-03,Natalie Foster
HIST-0017788,OPP-02271,StageName,,1 - Prospecting,2026-01-20,Antonio Rodriguez
HIST-0017789,OPP-02271,CloseDate,,2026-02-24,2026-01-20,Antonio Rodriguez
HIST-0017790,OPP-02271,Amount,,300,2026-01-20,Antonio Rodriguez
HIST-0017791,OPP-02271,StageName,1 - Prospecting,6 - Closed Won,2026-02-24,Antonio Rodriguez
HIST-0017792,OPP-02271,Amount,300,400,2026-02-06,Antonio Rodriguez
HIST-0017793,OPP-02272,StageName,,1 - Prospecting,2023-11-17,Marcus Webb
HIST-0017794,OPP-02272,CloseDate,,2025-11-08,2023-11-17,Marcus Webb
HIST-0017795,OPP-02272,Amount,,55800,2023-11-17,Marcus Webb
HIST-0017796,OPP-02272,StageName,1 - Prospecting,7 - Closed Lost,2025-11-08,Marcus Webb
HIST-0017797,OPP-02273,StageName,,1 - Prospecting,2024-02-14,Samantha Lee
HIST-0017798,OPP-02273,CloseDate,,2025-03-31,2024-02-14,Samantha Lee
HIST-0017799,OPP-02273,Amount,,4800,2024-02-14,Samantha Lee
HIST-0017800,OPP-02273,StageName,1 - Prospecting,2 - Scoping,2024-03-16,Samantha Lee
HIST-0017801,OPP-02273,StageName,2 - Scoping,3 - Engaged,2024-04-15,Samantha Lee
HIST-0017802,OPP-02273,StageName,3 - Engaged,4 - Proposal,2024-05-10,Samantha Lee
HIST-0017803,OPP-02273,StageName,4 - Proposal,3 - Engaged,2024-06-28,Samantha Lee
HIST-0017804,OPP-02273,StageName,3 - Engaged,4 - Proposal,2024-08-23,Samantha Lee
HIST-0017805,OPP-02273,StageName,4 - Proposal,7 - Closed Lost,2025-07-10,Samantha Lee
HIST-0017806,OPP-02273,CloseDate,2025-03-31,2025-04-30,2025-03-10,Samantha Lee
HIST-0017807,OPP-02273,CloseDate,2025-04-30,2025-07-10,2025-04-16,Samantha Lee
HIST-0017808,OPP-02274,StageName,,1 - Prospecting,2023-08-12,Marcus Webb
HIST-0017809,OPP-02274,CloseDate,,2025-06-30,2023-08-12,Marcus Webb
HIST-0017810,OPP-02274,Amount,,183600,2023-08-12,Marcus Webb
HIST-0017811,OPP-02274,StageName,1 - Prospecting,2 - Scoping,2023-09-30,Marcus Webb
HIST-0017812,OPP-02274,StageName,2 - Scoping,3 - Engaged,2023-10-26,Marcus Webb
HIST-0017813,OPP-02274,StageName,3 - Engaged,4 - Proposal,2023-11-16,Marcus Webb
HIST-0017814,OPP-02274,StageName,4 - Proposal,5 - Negotiation,2023-12-22,Marcus Webb
HIST-0017815,OPP-02274,StageName,5 - Negotiation,6 - Closed Won,2024-01-08,Marcus Webb
HIST-0017816,OPP-02274,StageName,6 - Closed Won,7 - Closed Lost,2025-05-02,Marcus Webb
HIST-0017817,OPP-02274,CloseDate,2025-06-30,2025-04-30,2025-06-16,Marcus Webb
HIST-0017818,OPP-02274,CloseDate,2025-04-30,2025-05-02,2025-06-17,Marcus Webb
HIST-0017819,OPP-02275,StageName,,1 - Prospecting,2025-07-23,Brian Kim
HIST-0017820,OPP-02275,CloseDate,,2026-06-25,2025-07-23,Brian Kim
HIST-0017821,OPP-02275,Amount,,16800,2025-07-23,Brian Kim
HIST-0017822,OPP-02276,StageName,,1 - Prospecting,2022-05-01,Samantha Lee
HIST-0017823,OPP-02276,CloseDate,,2023-03-31,2022-05-01,Samantha Lee
HIST-0017824,OPP-02276,Amount,,447100,2022-05-01,Samantha Lee
HIST-0017825,OPP-02276,StageName,1 - Prospecting,2 - Scoping,2022-06-22,Samantha Lee
HIST-0017826,OPP-02276,StageName,2 - Scoping,3 - Engaged,2022-07-31,Samantha Lee
HIST-0017827,OPP-02276,StageName,3 - Engaged,4 - Proposal,2022-09-01,Samantha Lee
HIST-0017828,OPP-02276,StageName,4 - Proposal,5 - Negotiation,2022-09-23,Samantha Lee
HIST-0017829,OPP-02276,StageName,5 - Negotiation,7 - Closed Lost,2023-09-29,Samantha Lee
HIST-0017830,OPP-02276,CloseDate,2023-03-31,2023-05-31,2023-03-10,Samantha Lee
HIST-0017831,OPP-02276,CloseDate,2023-05-31,2023-07-31,2023-05-03,Samantha Lee
HIST-0017832,OPP-02276,CloseDate,2023-07-31,2023-09-29,2023-07-10,Samantha Lee
HIST-0017833,OPP-02277,StageName,,1 - Prospecting,2022-05-02,Jennifer Walsh
HIST-0017834,OPP-02277,CloseDate,,2023-06-25,2022-05-02,Jennifer Walsh
HIST-0017835,OPP-02277,Amount,,10600,2022-05-02,Jennifer Walsh
HIST-0017836,OPP-02277,StageName,1 - Prospecting,7 - Closed Lost,2023-06-25,Jennifer Walsh
HIST-0017837,OPP-02278,StageName,,1 - Prospecting,2023-06-10,Olivia Chen
HIST-0017838,OPP-02278,CloseDate,,2025-05-15,2023-06-10,Olivia Chen
HIST-0017839,OPP-02278,Amount,,89200,2023-06-10,Olivia Chen
HIST-0017840,OPP-02278,StageName,1 - Prospecting,2 - Scoping,2023-07-16,Olivia Chen
HIST-0017841,OPP-02278,StageName,2 - Scoping,3 - Engaged,2023-09-09,Olivia Chen
HIST-0017842,OPP-02278,StageName,3 - Engaged,7 - Closed Lost,2025-05-15,Olivia Chen
HIST-0017843,OPP-02279,StageName,,1 - Prospecting,2021-01-02,Sarah Mitchell
HIST-0017844,OPP-02279,CloseDate,,2021-07-31,2021-01-02,Sarah Mitchell
HIST-0017845,OPP-02279,Amount,,870900,2021-01-02,Sarah Mitchell
HIST-0017846,OPP-02279,StageName,1 - Prospecting,2 - Scoping,2021-02-03,Sarah Mitchell
HIST-0017847,OPP-02279,StageName,2 - Scoping,3 - Engaged,2021-02-27,Sarah Mitchell
HIST-0017848,OPP-02279,StageName,3 - Engaged,4 - Proposal,2021-04-24,Sarah Mitchell
HIST-0017849,OPP-02279,StageName,4 - Proposal,5 - Negotiation,2021-06-06,Sarah Mitchell
HIST-0017850,OPP-02279,StageName,5 - Negotiation,6 - Closed Won,2021-07-20,Sarah Mitchell
HIST-0017851,OPP-02279,StageName,6 - Closed Won,7 - Closed Lost,2022-01-02,Sarah Mitchell
HIST-0017852,OPP-02279,CloseDate,2021-07-31,2021-10-31,2021-07-03,Sarah Mitchell
HIST-0017853,OPP-02279,CloseDate,2021-10-31,2022-01-31,2021-10-10,Sarah Mitchell
HIST-0017854,OPP-02279,CloseDate,2022-01-31,2021-12-31,2022-01-10,Sarah Mitchell
HIST-0017855,OPP-02279,CloseDate,2021-12-31,2022-01-02,2022-01-11,Sarah Mitchell
HIST-0017856,OPP-02280,StageName,,1 - Prospecting,2024-06-21,Marcus Webb
HIST-0017857,OPP-02280,CloseDate,,2025-09-30,2024-06-21,Marcus Webb
HIST-0017858,OPP-02280,Amount,,85800,2024-06-21,Marcus Webb
HIST-0017859,OPP-02280,StageName,1 - Prospecting,2 - Scoping,2024-08-14,Marcus Webb
HIST-0017860,OPP-02280,StageName,2 - Scoping,3 - Engaged,2024-09-09,Marcus Webb
HIST-0017861,OPP-02280,StageName,3 - Engaged,4 - Proposal,2024-11-02,Marcus Webb
HIST-0017862,OPP-02280,StageName,4 - Proposal,5 - Negotiation,2024-12-23,Marcus Webb
HIST-0017863,OPP-02280,StageName,5 - Negotiation,6 - Closed Won,2025-11-07,Marcus Webb
HIST-0017864,OPP-02280,CloseDate,2025-09-30,2025-11-07,2025-09-09,Marcus Webb
HIST-0017865,OPP-02281,StageName,,1 - Prospecting,2023-11-01,Derek Thompson
HIST-0017866,OPP-02281,CloseDate,,2024-01-31,2023-11-01,Derek Thompson
HIST-0017867,OPP-02281,Amount,,95200,2023-11-01,Derek Thompson
HIST-0017868,OPP-02281,StageName,1 - Prospecting,2 - Scoping,2023-12-14,Derek Thompson
HIST-0017869,OPP-02281,StageName,2 - Scoping,3 - Engaged,2024-01-29,Derek Thompson
HIST-0017870,OPP-02281,StageName,3 - Engaged,7 - Closed Lost,2024-02-27,Derek Thompson
HIST-0017871,OPP-02281,CloseDate,2024-01-31,2023-11-30,2024-01-03,Derek Thompson
HIST-0017872,OPP-02281,CloseDate,2023-11-30,2024-02-27,2024-01-04,Derek Thompson
HIST-0017873,OPP-02282,StageName,,1 - Prospecting,2021-08-10,Sarah Mitchell
HIST-0017874,OPP-02282,CloseDate,,2022-01-31,2021-08-10,Sarah Mitchell
HIST-0017875,OPP-02282,Amount,,19900,2021-08-10,Sarah Mitchell
HIST-0017876,OPP-02282,StageName,1 - Prospecting,2 - Scoping,2021-10-02,Sarah Mitchell
HIST-0017877,OPP-02282,StageName,2 - Scoping,3 - Engaged,2021-11-13,Sarah Mitchell
HIST-0017878,OPP-02282,StageName,3 - Engaged,4 - Proposal,2021-11-28,Sarah Mitchell
HIST-0017879,OPP-02282,StageName,4 - Proposal,5 - Negotiation,2021-12-12,Sarah Mitchell
HIST-0017880,OPP-02282,StageName,5 - Negotiation,6 - Closed Won,2021-12-26,Sarah Mitchell
HIST-0017881,OPP-02282,StageName,6 - Closed Won,7 - Closed Lost,2022-08-03,Sarah Mitchell
HIST-0017882,OPP-02282,CloseDate,2022-01-31,2022-04-30,2022-01-03,Sarah Mitchell
HIST-0017883,OPP-02282,CloseDate,2022-04-30,2022-06-30,2022-04-09,Sarah Mitchell
HIST-0017884,OPP-02282,CloseDate,2022-06-30,2022-08-03,2022-06-16,Sarah Mitchell
HIST-0017885,OPP-02283,StageName,,1 - Prospecting,2023-02-09,Derek Thompson
HIST-0017886,OPP-02283,CloseDate,,2024-02-29,2023-02-09,Derek Thompson
HIST-0017887,OPP-02283,Amount,,2800,2023-02-09,Derek Thompson
HIST-0017888,OPP-02283,StageName,1 - Prospecting,2 - Scoping,2023-03-25,Derek Thompson
HIST-0017889,OPP-02283,StageName,2 - Scoping,7 - Closed Lost,2024-03-17,Derek Thompson
HIST-0017890,OPP-02283,CloseDate,2024-02-29,2024-03-17,2024-02-01,Derek Thompson
HIST-0017891,OPP-02284,StageName,,1 - Prospecting,2021-06-21,Jennifer Walsh
HIST-0017892,OPP-02284,CloseDate,,2021-08-31,2021-06-21,Jennifer Walsh
HIST-0017893,OPP-02284,Amount,,423600,2021-06-21,Jennifer Walsh
HIST-0017894,OPP-02284,StageName,1 - Prospecting,2 - Scoping,2021-07-12,Jennifer Walsh
HIST-0017895,OPP-02284,StageName,2 - Scoping,3 - Engaged,2021-08-25,Jennifer Walsh
HIST-0017896,OPP-02284,StageName,3 - Engaged,7 - Closed Lost,2021-11-28,Jennifer Walsh
HIST-0017897,OPP-02284,CloseDate,2021-08-31,2021-11-28,2021-08-10,Jennifer Walsh
HIST-0017898,OPP-02285,StageName,,1 - Prospecting,2022-07-25,Tyler Brooks
HIST-0017899,OPP-02285,CloseDate,,2024-05-19,2022-07-25,Tyler Brooks
HIST-0017900,OPP-02285,Amount,,68800,2022-07-25,Tyler Brooks
HIST-0017901,OPP-02285,StageName,1 - Prospecting,6 - Closed Won,2024-05-19,Tyler Brooks
HIST-0017902,OPP-02286,StageName,,1 - Prospecting,2021-12-02,Antonio Rodriguez
HIST-0017903,OPP-02286,CloseDate,,2022-12-31,2021-12-02,Antonio Rodriguez
HIST-0017904,OPP-02286,Amount,,50400,2021-12-02,Antonio Rodriguez
HIST-0017905,OPP-02286,StageName,1 - Prospecting,2 - Scoping,2021-12-19,Antonio Rodriguez
HIST-0017906,OPP-02286,StageName,2 - Scoping,1 - Prospecting,2022-01-03,Antonio Rodriguez
HIST-0017907,OPP-02286,StageName,1 - Prospecting,6 - Closed Won,2023-03-22,Antonio Rodriguez
HIST-0017908,OPP-02286,CloseDate,2022-12-31,2023-03-22,2022-12-03,Antonio Rodriguez
HIST-0017909,OPP-02287,StageName,,1 - Prospecting,2024-11-05,Brian Kim
HIST-0017910,OPP-02287,CloseDate,,2025-01-31,2024-11-05,Brian Kim
HIST-0017911,OPP-02287,Amount,,29400,2024-11-05,Brian Kim
HIST-0017912,OPP-02287,StageName,1 - Prospecting,2 - Scoping,2024-12-09,Brian Kim
HIST-0017913,OPP-02287,StageName,2 - Scoping,3 - Engaged,2025-01-10,Brian Kim
HIST-0017914,OPP-02287,StageName,3 - Engaged,6 - Closed Won,2025-02-07,Brian Kim
HIST-0017915,OPP-02287,CloseDate,2025-01-31,2025-03-31,2025-01-10,Brian Kim
HIST-0017916,OPP-02287,CloseDate,2025-03-31,2025-04-30,2025-03-10,Brian Kim
HIST-0017917,OPP-02287,CloseDate,2025-04-30,2025-02-07,2025-04-16,Brian Kim
HIST-0017918,OPP-02288,StageName,,1 - Prospecting,2022-01-11,Brian Kim
HIST-0017919,OPP-02288,CloseDate,,2022-06-30,2022-01-11,Brian Kim
HIST-0017920,OPP-02288,Amount,,93200,2022-01-11,Brian Kim
HIST-0017921,OPP-02288,StageName,1 - Prospecting,2 - Scoping,2022-01-27,Brian Kim
HIST-0017922,OPP-02288,StageName,2 - Scoping,3 - Engaged,2022-03-22,Brian Kim
HIST-0017923,OPP-02288,StageName,3 - Engaged,4 - Proposal,2022-04-08,Brian Kim
HIST-0017924,OPP-02288,StageName,4 - Proposal,5 - Negotiation,2022-05-27,Brian Kim
HIST-0017925,OPP-02288,StageName,5 - Negotiation,6 - Closed Won,2022-07-15,Brian Kim
HIST-0017926,OPP-02288,StageName,6 - Closed Won,7 - Closed Lost,2023-06-05,Brian Kim
HIST-0017927,OPP-02288,CloseDate,2022-06-30,2022-08-31,2022-06-16,Brian Kim
HIST-0017928,OPP-02288,CloseDate,2022-08-31,2022-10-31,2022-08-17,Brian Kim
HIST-0017929,OPP-02288,CloseDate,2022-10-31,2022-12-31,2022-10-17,Brian Kim
HIST-0017930,OPP-02288,CloseDate,2022-12-31,2023-03-31,2022-12-10,Brian Kim
HIST-0017931,OPP-02288,CloseDate,2023-03-31,2023-06-05,2023-03-17,Brian Kim
HIST-0017932,OPP-02289,StageName,,1 - Prospecting,2021-04-22,Kevin O'Brien
HIST-0017933,OPP-02289,CloseDate,,2021-07-06,2021-04-22,Kevin O'Brien
HIST-0017934,OPP-02289,Amount,,25700,2021-04-22,Kevin O'Brien
HIST-0017935,OPP-02289,StageName,1 - Prospecting,7 - Closed Lost,2021-07-06,Kevin O'Brien
HIST-0017936,OPP-02290,StageName,,1 - Prospecting,2023-03-14,Sarah Mitchell
HIST-0017937,OPP-02290,CloseDate,,2023-12-31,2023-03-14,Sarah Mitchell
HIST-0017938,OPP-02290,Amount,,25700,2023-03-14,Sarah Mitchell
HIST-0017939,OPP-02290,StageName,1 - Prospecting,2 - Scoping,2023-05-06,Sarah Mitchell
HIST-0017940,OPP-02290,StageName,2 - Scoping,3 - Engaged,2023-06-08,Sarah Mitchell
HIST-0017941,OPP-02290,StageName,3 - Engaged,4 - Proposal,2023-08-03,Sarah Mitchell
HIST-0017942,OPP-02290,StageName,4 - Proposal,7 - Closed Lost,2023-09-02,Sarah Mitchell
HIST-0017943,OPP-02290,CloseDate,2023-12-31,2023-11-30,2023-12-17,Sarah Mitchell
HIST-0017944,OPP-02290,CloseDate,2023-11-30,2023-09-02,2023-12-18,Sarah Mitchell
HIST-0017945,OPP-02291,StageName,,1 - Prospecting,2025-07-11,Brian Kim
HIST-0017946,OPP-02291,CloseDate,,2026-03-31,2025-07-11,Brian Kim
HIST-0017947,OPP-02291,Amount,,4400,2025-07-11,Brian Kim
HIST-0017948,OPP-02291,CloseDate,2026-03-31,2026-01-31,2026-03-17,Brian Kim
HIST-0017949,OPP-02291,CloseDate,2026-01-31,2026-04-30,2026-03-18,Brian Kim
HIST-0017950,OPP-02291,CloseDate,2026-04-30,2026-05-31,2026-04-02,Brian Kim
HIST-0017951,OPP-02291,CloseDate,2026-05-31,2026-08-04,2026-04-11,Brian Kim
HIST-0017952,OPP-02292,StageName,,1 - Prospecting,2023-11-06,Melissa Grant
HIST-0017953,OPP-02292,CloseDate,,2024-10-25,2023-11-06,Melissa Grant
HIST-0017954,OPP-02292,Amount,,22100,2023-11-06,Melissa Grant
HIST-0017955,OPP-02292,StageName,1 - Prospecting,7 - Closed Lost,2024-10-25,Melissa Grant
HIST-0017956,OPP-02293,StageName,,1 - Prospecting,2023-10-11,Kevin O'Brien
HIST-0017957,OPP-02293,CloseDate,,2025-03-27,2023-10-11,Kevin O'Brien
HIST-0017958,OPP-02293,Amount,,1800,2023-10-11,Kevin O'Brien
HIST-0017959,OPP-02293,StageName,1 - Prospecting,2 - Scoping,2023-11-28,Kevin O'Brien
HIST-0017960,OPP-02293,StageName,2 - Scoping,3 - Engaged,2024-01-04,Kevin O'Brien
HIST-0017961,OPP-02293,StageName,3 - Engaged,6 - Closed Won,2025-03-27,Kevin O'Brien
HIST-0017962,OPP-02294,StageName,,1 - Prospecting,2021-09-15,Priya Patel
HIST-0017963,OPP-02294,CloseDate,,2023-03-31,2021-09-15,Priya Patel
HIST-0017964,OPP-02294,Amount,,35800,2021-09-15,Priya Patel
HIST-0017965,OPP-02294,StageName,1 - Prospecting,2 - Scoping,2021-11-08,Priya Patel
HIST-0017966,OPP-02294,StageName,2 - Scoping,1 - Prospecting,2021-12-31,Priya Patel
HIST-0017967,OPP-02294,StageName,1 - Prospecting,6 - Closed Won,2023-06-24,Priya Patel
HIST-0017968,OPP-02294,CloseDate,2023-03-31,2023-06-24,2023-03-17,Priya Patel
HIST-0017969,OPP-02295,StageName,,1 - Prospecting,2026-02-01,Priya Patel
HIST-0017970,OPP-02295,CloseDate,,2026-05-06,2026-02-01,Priya Patel
HIST-0017971,OPP-02295,Amount,,62300,2026-02-01,Priya Patel
HIST-0017972,OPP-02295,StageName,1 - Prospecting,2 - Scoping,2026-02-26,Priya Patel
HIST-0017973,OPP-02295,StageName,2 - Scoping,3 - Engaged,2026-04-04,Priya Patel
HIST-0017974,OPP-02296,StageName,,1 - Prospecting,2025-06-22,Olivia Chen
HIST-0017975,OPP-02296,CloseDate,,2026-05-27,2025-06-22,Olivia Chen
HIST-0017976,OPP-02296,Amount,,2400,2025-06-22,Olivia Chen
HIST-0017977,OPP-02297,StageName,,1 - Prospecting,2025-10-01,Tyler Brooks
HIST-0017978,OPP-02297,CloseDate,,2026-06-30,2025-10-01,Tyler Brooks
HIST-0017979,OPP-02297,Amount,,190200,2025-10-01,Tyler Brooks
HIST-0017980,OPP-02297,CloseDate,2026-06-30,2026-05-01,2026-04-11,Tyler Brooks
HIST-0017981,OPP-02297,Amount,190200,167400,2025-12-16,Tyler Brooks
HIST-0017982,OPP-02298,StageName,,1 - Prospecting,2022-06-28,Jennifer Walsh
HIST-0017983,OPP-02298,CloseDate,,2022-08-31,2022-06-28,Jennifer Walsh
HIST-0017984,OPP-02298,Amount,,86100,2022-06-28,Jennifer Walsh
HIST-0017985,OPP-02298,StageName,1 - Prospecting,2 - Scoping,2022-08-05,Jennifer Walsh
HIST-0017986,OPP-02298,StageName,2 - Scoping,3 - Engaged,2022-09-30,Jennifer Walsh
HIST-0017987,OPP-02298,StageName,3 - Engaged,4 - Proposal,2022-11-04,Jennifer Walsh
HIST-0017988,OPP-02298,StageName,4 - Proposal,6 - Closed Won,2022-11-23,Jennifer Walsh
HIST-0017989,OPP-02298,CloseDate,2022-08-31,2022-10-31,2022-08-03,Jennifer Walsh
HIST-0017990,OPP-02298,CloseDate,2022-10-31,2022-11-23,2022-10-03,Jennifer Walsh
HIST-0017991,OPP-02298,Amount,86100,100900,2022-07-10,Jennifer Walsh
HIST-0017992,OPP-02298,Amount,100900,85700,2022-10-07,Jennifer Walsh
HIST-0017993,OPP-02299,StageName,,1 - Prospecting,2022-05-29,Rachel Nguyen
HIST-0017994,OPP-02299,CloseDate,,2022-10-14,2022-05-29,Rachel Nguyen
HIST-0017995,OPP-02299,Amount,,108500,2022-05-29,Rachel Nguyen
HIST-0017996,OPP-02299,StageName,1 - Prospecting,7 - Closed Lost,2022-10-14,Rachel Nguyen
HIST-0017997,OPP-02300,StageName,,1 - Prospecting,2023-04-27,Marcus Webb
HIST-0017998,OPP-02300,CloseDate,,2024-12-31,2023-04-27,Marcus Webb
HIST-0017999,OPP-02300,Amount,,49100,2023-04-27,Marcus Webb
HIST-0018000,OPP-02300,StageName,1 - Prospecting,2 - Scoping,2023-06-21,Marcus Webb
