opportunity_id,opportunity_name,account_id,amount,created_date,close_date,status,stage,probability
OPP-02238,King County Government – Training & Enablement Program,ACC-0047,213000,2025-11-26,2026-02-24,Won,6 - Closed Won,100
OPP-02239,Coastal Support Group - Mountain Region – Cloud Migration,ACC-0153,16000,2024-07-27,2025-11-02,Lost,7 - Closed Lost,0
OPP-02240,BlueCrest Health System – Security Assessment,ACC-0007,1837000,2023-12-19,2025-02-21,Won,6 - Closed Won,100
OPP-02241,Sunridge Health System – Professional Services Engagement,ACC-0030,2156000,2021-10-11,2022-08-18,Won,6 - Closed Won,100
OPP-02242,Westbrook Flooring & Design - Midwest Operations – ERP Implementation,ACC-0132,183000,2023-02-28,2024-01-19,Lost,7 - Closed Lost,0
OPP-02243,Summit BPO Alliance – ERP Implementation,ACC-0090,114000,2025-01-31,2026-04-16,Open,1 - Prospecting,10
OPP-02244,Blue Ridge Grocery Chain – Cloud Migration,ACC-0068,4089000,2022-08-07,2022-10-17,Won,6 - Closed Won,100
OPP-02245,Greenfield Health Partners – Security Assessment,ACC-0010,119000,2024-03-31,2025-01-18,Lost,7 - Closed Lost,0
OPP-02246,Maricopa County Government - Upper Midwest Branch – Workforce Optimization Platform,ACC-0118,13000,2022-03-01,2023-10-30,Lost,7 - Closed Lost,0
OPP-02247,Nexus Support Services – Security Assessment,ACC-0083,4000,2026-03-05,2026-05-12,Open,2 - Scoping,15
OPP-02248,Elmwood Regional Medical Center – CRM Rollout,ACC-0024,795000,2022-06-26,2024-04-27,Won,6 - Closed Won,100
OPP-02249,Sacramento County Administration - Mountain Region – Managed Services Contract,ACC-0125,22000,2023-07-22,2025-02-18,Lost,7 - Closed Lost,0
OPP-02250,Georgia Department of Revenue – Network Infrastructure Upgrade,ACC-0039,231000,2021-04-24,2022-10-19,Lost,7 - Closed Lost,0
OPP-02251,Sycamore Health Group – Security Assessment,ACC-0016,736000,2024-12-30,2025-04-05,Lost,7 - Closed Lost,0
OPP-02252,City of Phoenix General Services – Cloud Migration,ACC-0031,257000,2025-10-14,2025-12-18,Won,6 - Closed Won,100
OPP-02253,Apex Medical Associates – Workforce Optimization Platform,ACC-0011,1539000,2024-10-03,2024-12-12,Won,6 - Closed Won,100
OPP-02254,Northstar Health System - Southeast Region – Digital Transformation Initiative,ACC-0101,114000,2025-07-13,2026-03-07,Lost,7 - Closed Lost,0
OPP-02255,Sunstone Pet Supplies – Systems Integration,ACC-0080,828000,2023-11-03,2024-10-08,Lost,7 - Closed Lost,0
OPP-02256,Broadleaf Book & Media – Compliance Program,ACC-0078,805000,2021-12-23,2023-03-02,Won,6 - Closed Won,100
OPP-02257,Lakeview Medical Partners – Network Infrastructure Upgrade,ACC-0006,681000,2021-07-29,2023-03-13,Won,6 - Closed Won,100
OPP-02258,Highpoint Health Partners – Professional Services Engagement,ACC-0021,2218000,2024-06-24,2026-06-23,Open,3 - Engaged,25
OPP-02259,Virginia Department of IT – Professional Services Engagement,ACC-0036,58000,2023-02-15,2023-06-16,Won,6 - Closed Won,100
OPP-02260,Westbrook Flooring & Design – Data Analytics Platform,ACC-0074,2587000,2024-08-01,2025-04-11,Lost,7 - Closed Lost,0
OPP-02261,Northgate Supermarkets - Mountain Region – Systems Integration,ACC-0136,582000,2023-05-29,2024-06-29,Won,6 - Closed Won,100
OPP-02262,Clearwater Health System – CRM Rollout,ACC-0019,509000,2022-04-10,2023-01-10,Lost,7 - Closed Lost,0
OPP-02263,Apex Medical Associates – Network Infrastructure Upgrade,ACC-0011,568000,2023-01-14,2023-02-22,Won,6 - Closed Won,100
OPP-02264,Northgate Supermarkets - Mountain Region – Professional Services Engagement,ACC-0136,660000,2022-08-21,2023-01-15,Lost,7 - Closed Lost,0
OPP-02265,Harris County Administration – Digital Transformation Initiative,ACC-0032,68000,2026-03-29,2026-07-28,Open,1 - Prospecting,10
OPP-02266,Crestwood Department Stores - Western Region – Business Intelligence Suite,ACC-0127,274000,2022-05-15,2023-01-05,Lost,7 - Closed Lost,0
OPP-02267,Tennessee Department of Health – Cloud Migration,ACC-0054,111000,2023-12-20,2025-06-26,Lost,7 - Closed Lost,0
OPP-02268,Cornerstone Health Network – Compliance Program,ACC-0012,278000,2023-09-17,2024-04-08,Lost,7 - Closed Lost,0
OPP-02269,Northstar Health System – Professional Services Engagement,ACC-0001,3148000,2021-10-10,2022-05-24,Lost,7 - Closed Lost,0
OPP-02270,Blue Ridge Grocery Chain – Workforce Optimization Platform,ACC-0068,6099000,2021-01-24,2022-02-19,Lost,7 - Closed Lost,0
OPP-02271,Lakewood Contact Center – Workforce Optimization Platform,ACC-0095,4000,2026-01-20,2026-02-24,Won,6 - Closed Won,100
OPP-02272,Coastal Medical Alliance – Data Analytics Platform,ACC-0017,558000,2023-11-17,2025-11-08,Lost,7 - Closed Lost,0
OPP-02273,City of Charlotte Planning – Workforce Optimization Platform,ACC-0040,48000,2024-02-14,2025-07-10,Lost,7 - Closed Lost,0
OPP-02274,Coastal Home Furnishings – CRM Rollout,ACC-0065,1836000,2023-08-12,2025-05-02,Lost,7 - Closed Lost,0
OPP-02275,King County Government – Network Infrastructure Upgrade,ACC-0047,168000,2025-07-23,2026-06-25,Open,1 - Prospecting,10
OPP-02276,Clearfield Auto Parts – CRM Rollout,ACC-0072,4471000,2022-05-01,2023-09-29,Lost,7 - Closed Lost,0
OPP-02277,Ironwood Medical Center - Southeast Region – Data Analytics Platform,ACC-0108,106000,2022-05-02,2023-06-25,Lost,7 - Closed Lost,0
OPP-02278,Cascade Regional Hospital – Systems Integration,ACC-0003,892000,2023-06-10,2025-05-15,Lost,7 - Closed Lost,0
OPP-02279,Silverline Home Goods – Network Infrastructure Upgrade,ACC-0059,8709000,2021-01-02,2022-01-02,Lost,7 - Closed Lost,0
OPP-02280,Millbrook Medical Group – Infrastructure Refresh,ACC-0022,858000,2024-06-21,2025-11-07,Won,6 - Closed Won,100
OPP-02281,Horizon Health Alliance – Data Analytics Platform,ACC-0028,952000,2023-11-01,2024-02-27,Lost,7 - Closed Lost,0
OPP-02282,City of Indianapolis Administration – Managed Services Contract,ACC-0049,199000,2021-08-10,2022-08-03,Lost,7 - Closed Lost,0
OPP-02283,Horizon Health Alliance – Data Analytics Platform,ACC-0028,28000,2023-02-09,2024-03-17,Lost,7 - Closed Lost,0
OPP-02284,Sunstone Pet Supplies – Security Assessment,ACC-0080,4236000,2021-06-21,2021-11-28,Lost,7 - Closed Lost,0
OPP-02285,Highfield Consumer Goods – Workforce Optimization Platform,ACC-0071,688000,2022-07-25,2024-05-19,Won,6 - Closed Won,100
OPP-02286,Bridgewater Health System – CRM Rollout,ACC-0025,504000,2021-12-02,2023-03-22,Won,6 - Closed Won,100
OPP-02287,King County Government – Business Intelligence Suite,ACC-0047,294000,2024-11-05,2025-02-07,Won,6 - Closed Won,100
OPP-02288,Ridgemont Healthcare – Business Intelligence Suite,ACC-0018,932000,2022-01-11,2023-06-05,Lost,7 - Closed Lost,0
OPP-02289,Riverside Community Hospital - Central Region – Workforce Optimization Platform,ACC-0103,257000,2021-04-22,2021-07-06,Lost,7 - Closed Lost,0
OPP-02290,City of Seattle Finance – Cloud Migration,ACC-0037,257000,2023-03-14,2023-09-02,Lost,7 - Closed Lost,0
OPP-02291,Nexus Support Services - Central Region – Security Assessment,ACC-0144,44000,2025-07-11,2026-08-04,Open,1 - Prospecting,10
OPP-02292,Bridgepoint Customer Care – ERP Implementation,ACC-0091,221000,2023-11-06,2024-10-25,Lost,7 - Closed Lost,0
OPP-02293,Crestview Service Partners – Digital Transformation Initiative,ACC-0089,18000,2023-10-11,2025-03-27,Won,6 - Closed Won,100
OPP-02294,Cedar Valley Hospital - Southeast Region – Professional Services Engagement,ACC-0109,358000,2021-09-15,2023-06-24,Won,6 - Closed Won,100
OPP-02295,Westbrook Flooring & Design - Central Region – Business Intelligence Suite,ACC-0133,623000,2026-02-01,2026-05-06,Open,3 - Engaged,25
OPP-02296,Redwood Specialty Foods - Mountain Region – Workforce Optimization Platform,ACC-0141,24000,2025-06-22,2026-05-27,Open,1 - Prospecting,10
OPP-02297,Pinnacle Healthcare Group – Training & Enablement Program,ACC-0004,1674000,2025-10-01,2026-05-01,Open,1 - Prospecting,10
OPP-02298,Sunridge Health System – Business Intelligence Suite,ACC-0030,857000,2022-06-28,2022-11-23,Won,6 - Closed Won,100
OPP-02299,Stonegate Healthcare – Cloud Migration,ACC-0027,1085000,2022-05-29,2022-10-14,Lost,7 - Closed Lost,0
OPP-02300,Broadleaf Book & Media – Digital Transformation Initiative,ACC-0078,491000,2023-04-27,2025-01-07,Won,6 - Closed Won,100
OPP-02301,Cedar Valley Hospital – Systems Integration,ACC-0015,1373000,2026-01-01,2026-03-13,Lost,7 - Closed Lost,0
OPP-02302,Prairie Home Centers - Western Region – Systems Integration,ACC-0128,194000,2025-11-24,2026-04-01,Lost,7 - Closed Lost,0
OPP-02303,Oakwood Medical Center – Professional Services Engagement,ACC-0020,656000,2025-10-06,2025-10-27,Lost,7 - Closed Lost,0
OPP-02304,Silverstone Health Network – Infrastructure Refresh,ACC-0023,2772000,2025-03-27,2026-06-24,Open,2 - Scoping,15
OPP-02305,Ironwood Medical Center - Southeast Region – Workforce Optimization Platform,ACC-0108,124000,2023-10-27,2025-06-23,Lost,7 - Closed Lost,0
OPP-02306,City of Phoenix General Services – Security Assessment,ACC-0031,332000,2024-09-08,2026-04-04,Lost,7 - Closed Lost,0
OPP-02307,Silverstone Health Network – Infrastructure Refresh,ACC-0023,1983000,2022-10-31,2023-03-02,Lost,7 - Closed Lost,0
OPP-02308,Skyline Electronics - Southwest District – Network Infrastructure Upgrade,ACC-0137,56000,2025-06-06,2025-09-27,Lost,7 - Closed Lost,0
OPP-02309,Northstar Service Solutions - Southeast Region – Cloud Migration,ACC-0150,41000,2021-03-28,2022-04-22,Lost,7 - Closed Lost,0
OPP-02310,Prairie Contact Solutions – Network Infrastructure Upgrade,ACC-0099,418000,2023-09-09,2024-11-06,Won,6 - Closed Won,100
OPP-02311,Ironwood Medical Center - Southeast Region – Digital Transformation Initiative,ACC-0108,87000,2025-03-14,2026-01-04,Won,6 - Closed Won,100
OPP-02312,Riverside Community Hospital – Compliance Program,ACC-0009,3398000,2022-06-12,2023-05-29,Lost,7 - Closed Lost,0
OPP-02313,Pinnacle Healthcare Group – Systems Integration,ACC-0004,2187000,2024-07-21,2025-05-19,Lost,7 - Closed Lost,0
OPP-02314,Crestview Service Partners – ERP Implementation,ACC-0089,76000,2023-06-28,2024-08-05,Lost,7 - Closed Lost,0
OPP-02315,Westbrook Flooring & Design - Midwest Operations – Business Intelligence Suite,ACC-0132,151000,2022-12-17,2023-07-09,Won,6 - Closed Won,100
OPP-02316,Silverline Home Goods – Data Analytics Platform,ACC-0059,7567000,2022-08-04,2022-10-07,Lost,7 - Closed Lost,0
OPP-02317,Greenfield Health Partners - Gulf Coast Branch – Business Intelligence Suite,ACC-0105,9000,2022-06-01,2023-03-28,Lost,7 - Closed Lost,0
OPP-02318,Riverside Community Hospital - Central Region – Infrastructure Refresh,ACC-0103,500000,2024-05-23,2025-06-14,Won,6 - Closed Won,100
OPP-02319,Clearfield Auto Parts – Cloud Migration,ACC-0072,3186000,2024-05-07,2024-11-29,Won,6 - Closed Won,100
OPP-02320,Ohio Department of Health – Managed Services Contract,ACC-0033,381000,2022-10-12,2024-05-22,Won,6 - Closed Won,100
OPP-02321,Northstar Service Solutions - Mountain Region – ERP Implementation,ACC-0152,86000,2025-01-11,2026-01-10,Lost,7 - Closed Lost,0
OPP-02322,Frontier Grocery Co. – CRM Rollout,ACC-0058,3184000,2024-11-12,2026-02-11,Won,6 - Closed Won,100
OPP-02323,Vantage Customer Solutions – Workforce Optimization Platform,ACC-0086,4000,2024-12-01,2026-07-01,Open,1 - Prospecting,10
OPP-02324,Northstar Service Solutions - Mountain Region – Digital Transformation Initiative,ACC-0152,108000,2021-03-23,2021-05-05,Lost,7 - Closed Lost,0
OPP-02325,Ridgemont Healthcare - Upper Midwest Branch – Professional Services Engagement,ACC-0113,11000,2022-02-01,2023-12-18,Won,6 - Closed Won,100
OPP-02326,Crestwood Department Stores - Western Region – Workforce Optimization Platform,ACC-0127,209000,2025-06-09,2026-02-10,Won,6 - Closed Won,100
OPP-02327,Westbrook Flooring & Design – Network Infrastructure Upgrade,ACC-0074,637000,2023-01-17,2024-06-07,Lost,7 - Closed Lost,0
OPP-02328,Westbrook Flooring & Design - Midwest Operations – Systems Integration,ACC-0132,18000,2025-03-16,2025-09-29,Won,6 - Closed Won,100
OPP-02329,Ridgemont Healthcare – Data Analytics Platform,ACC-0018,1504000,2024-05-23,2024-09-22,Lost,7 - Closed Lost,0
OPP-02330,Silvercreek Customer Services – Systems Integration,ACC-0098,104000,2024-03-26,2025-12-10,Lost,7 - Closed Lost,0
OPP-02331,Prairie Home Centers - Western Region – Systems Integration,ACC-0128,46000,2026-01-30,2026-06-21,Open,3 - Engaged,25
OPP-02332,Allegheny County Services – Cloud Migration,ACC-0050,244000,2022-06-18,2024-05-23,Lost,7 - Closed Lost,0
OPP-02333,Keystone Apparel Group – Professional Services Engagement,ACC-0061,2408000,2021-01-09,2021-09-08,Lost,7 - Closed Lost,0
OPP-02334,Crestwood Department Stores – Infrastructure Refresh,ACC-0057,82000,2021-08-05,2022-01-11,Lost,7 - Closed Lost,0
OPP-02335,Cedar Valley Hospital – Security Assessment,ACC-0015,2287000,2021-05-27,2023-04-23,Lost,7 - Closed Lost,0
OPP-02336,City of Jacksonville Finance - Mountain Region – Professional Services Engagement,ACC-0124,37000,2023-12-25,2024-06-22,Lost,7 - Closed Lost,0
OPP-02337,Apex Medical Associates – Professional Services Engagement,ACC-0011,458000,2023-03-14,2024-10-31,Won,6 - Closed Won,100
OPP-02338,Maple Street Market – Cloud Migration,ACC-0060,667000,2025-08-02,2026-07-07,Open,4 - Proposal,60
OPP-02339,Westbrook Flooring & Design - Central Region – Infrastructure Refresh,ACC-0133,17000,2023-08-18,2023-11-07,Won,6 - Closed Won,100
OPP-02340,Falcon Medical Associates – Infrastructure Refresh,ACC-0026,11000,2021-02-22,2022-10-25,Lost,7 - Closed Lost,0
OPP-02341,Paramount Health System - Northeast Division – Cloud Migration,ACC-0107,91000,2021-05-05,2021-06-13,Won,6 - Closed Won,100
OPP-02342,Tennessee Department of Health – Network Infrastructure Upgrade,ACC-0054,175000,2024-12-06,2025-07-28,Lost,7 - Closed Lost,0
OPP-02343,Summit Health Network – ERP Implementation,ACC-0005,575000,2024-12-29,2025-09-21,Lost,7 - Closed Lost,0
OPP-02344,Silverstone Health Network – Network Infrastructure Upgrade,ACC-0023,1914000,2022-11-04,2023-08-18,Won,6 - Closed Won,100
OPP-02345,Blue Ridge Grocery Chain – Compliance Program,ACC-0068,1665000,2021-08-28,2023-08-24,Lost,7 - Closed Lost,0
OPP-02346,Northstar Service Solutions - Great Plains Branch – ERP Implementation,ACC-0151,36000,2023-12-29,2025-08-19,Lost,7 - Closed Lost,0
OPP-02347,Skyline Electronics - Pacific Division – Managed Services Contract,ACC-0139,177000,2022-06-05,2023-04-22,Lost,7 - Closed Lost,0
OPP-02348,Lakewood Consumer Electronics – Managed Services Contract,ACC-0063,7296000,2024-06-23,2026-03-14,Lost,7 - Closed Lost,0
OPP-02349,Keystone Medical Center – Cloud Migration,ACC-0029,1947000,2023-07-27,2023-12-23,Lost,7 - Closed Lost,0
OPP-02350,Westfield Service Alliance – Digital Transformation Initiative,ACC-0100,63000,2023-03-12,2024-10-15,Lost,7 - Closed Lost,0
OPP-02351,Lakewood Consumer Electronics – Digital Transformation Initiative,ACC-0063,4559000,2022-04-07,2024-03-02,Lost,7 - Closed Lost,0
OPP-02352,Millstone Department Stores – Digital Transformation Initiative,ACC-0070,314000,2025-11-14,2025-12-13,Lost,7 - Closed Lost,0
OPP-02353,Cedar Point Convenience Stores – ERP Implementation,ACC-0076,629000,2025-08-08,2025-12-04,Lost,7 - Closed Lost,0
OPP-02354,Minnesota Health Services – Business Intelligence Suite,ACC-0042,83000,2025-05-02,2026-03-17,Lost,7 - Closed Lost,0
OPP-02355,Riverside Community Hospital - Central Region – Systems Integration,ACC-0103,102000,2025-05-19,2025-08-28,Lost,7 - Closed Lost,0
OPP-02356,Northstar Health System – Network Infrastructure Upgrade,ACC-0001,4048000,2022-05-13,2023-10-23,Won,6 - Closed Won,100
OPP-02357,Ridgemont Healthcare - Atlantic Division – Data Analytics Platform,ACC-0111,322000,2024-07-16,2025-01-21,Lost,7 - Closed Lost,0
OPP-02358,Crestwood Department Stores - Southwest District – Systems Integration,ACC-0126,4000,2022-06-04,2022-12-02,Lost,7 - Closed Lost,0
OPP-02359,Riverside Community Hospital - Southeast Region – Cloud Migration,ACC-0102,253000,2022-05-23,2022-06-30,Won,6 - Closed Won,100
OPP-02360,Meridian Customer Care – Infrastructure Refresh,ACC-0082,15000,2021-07-14,2021-11-11,Won,6 - Closed Won,100
OPP-02361,Cedar Point Convenience Stores – Cloud Migration,ACC-0076,587000,2021-04-28,2022-05-19,Lost,7 - Closed Lost,0
OPP-02362,Stonegate Healthcare – Network Infrastructure Upgrade,ACC-0027,1354000,2025-01-07,2025-10-26,Won,6 - Closed Won,100
OPP-02363,Clearfield Auto Parts – Cloud Migration,ACC-0072,1620000,2024-03-16,2024-12-21,Lost,7 - Closed Lost,0
OPP-02364,Coastal Home Furnishings – Workforce Optimization Platform,ACC-0065,1679000,2026-02-08,2026-06-05,Open,4 - Proposal,60
OPP-02365,Sacramento County Administration – Systems Integration,ACC-0053,42000,2021-09-09,2021-10-24,Lost,7 - Closed Lost,0
OPP-02366,Crestview Service Partners – Managed Services Contract,ACC-0089,83000,2021-08-12,2022-03-16,Won,6 - Closed Won,100
OPP-02367,Northgate Supermarkets - Mountain Region – Managed Services Contract,ACC-0136,351000,2021-12-07,2023-01-11,Lost,7 - Closed Lost,0
OPP-02368,Frontier Grocery Co. – ERP Implementation,ACC-0058,6433000,2021-09-12,2023-06-02,Won,6 - Closed Won,100
OPP-02369,Sunridge Health System – CRM Rollout,ACC-0030,702000,2023-03-23,2025-01-25,Lost,7 - Closed Lost,0
OPP-02370,Prairie Home Centers - Western Region – Managed Services Contract,ACC-0128,75000,2025-10-18,2026-06-13,Open,4 - Proposal,60
OPP-02371,Harborside Retail Group – Systems Integration,ACC-0056,2466000,2026-01-06,2026-07-27,Open,3 - Engaged,25
OPP-02372,Redwood Specialty Foods - Southwest District – ERP Implementation,ACC-0140,80000,2023-03-28,2023-12-18,Lost,7 - Closed Lost,0
OPP-02373,City of Indianapolis Administration – Workforce Optimization Platform,ACC-0049,120000,2025-12-15,2026-03-22,Lost,7 - Closed Lost,0
OPP-02374,Apex Medical Associates – Data Analytics Platform,ACC-0011,973000,2025-04-07,2026-08-20,Open,4 - Proposal,60
OPP-02375,Millbrook Medical Group – Digital Transformation Initiative,ACC-0022,547000,2022-09-12,2023-11-24,Lost,7 - Closed Lost,0
OPP-02376,Harris County Administration - Pacific Division – CRM Rollout,ACC-0117,23000,2025-08-11,2026-02-17,Lost,7 - Closed Lost,0
OPP-02377,BlueCrest Health System – Workforce Optimization Platform,ACC-0007,1539000,2026-01-28,2026-06-04,Open,3 - Engaged,25
OPP-02378,Prairie Home Centers - Western Region – Network Infrastructure Upgrade,ACC-0128,228000,2021-02-13,2021-04-29,Lost,7 - Closed Lost,0
OPP-02379,Sacramento County Administration - Mountain Region – Managed Services Contract,ACC-0125,8000,2021-09-27,2023-01-18,Lost,7 - Closed Lost,0
OPP-02380,Ohio Department of Health – Business Intelligence Suite,ACC-0033,308000,2024-05-27,2025-12-30,Won,6 - Closed Won,100
OPP-02381,Prairie Contact Solutions – Network Infrastructure Upgrade,ACC-0099,422000,2021-06-05,2022-11-01,Lost,7 - Closed Lost,0
OPP-02382,Crestwood Department Stores - Southwest District – Training & Enablement Program,ACC-0126,102000,2025-12-23,2026-08-01,Open,1 - Prospecting,10
OPP-02383,Riverside Community Hospital – ERP Implementation,ACC-0009,2394000,2021-10-31,2022-04-08,Won,6 - Closed Won,100
OPP-02384,Northgate Supermarkets – Workforce Optimization Platform,ACC-0075,379000,2025-11-10,2025-11-25,Lost,7 - Closed Lost,0
OPP-02385,Northgate Supermarkets - Atlantic Division – Network Infrastructure Upgrade,ACC-0134,194000,2024-08-30,2026-03-23,Won,6 - Closed Won,100
OPP-02386,Lakewood Contact Center – Compliance Program,ACC-0095,20000,2021-04-13,2021-08-25,Won,6 - Closed Won,100
OPP-02387,Highfield Consumer Goods – Network Infrastructure Upgrade,ACC-0071,2949000,2022-02-22,2022-08-23,Lost,7 - Closed Lost,0
OPP-02388,Skyline Electronics - Pacific Division – Data Analytics Platform,ACC-0139,58000,2025-12-24,2026-05-24,Open,1 - Prospecting,10
OPP-02389,Lakewood Contact Center – Business Intelligence Suite,ACC-0095,28000,2022-02-21,2022-11-06,Lost,7 - Closed Lost,0
OPP-02390,Stonegate Healthcare – Business Intelligence Suite,ACC-0027,339000,2023-05-06,2023-06-26,Won,6 - Closed Won,100
OPP-02391,Oakwood Medical Center – Network Infrastructure Upgrade,ACC-0020,424000,2023-06-02,2024-08-18,Won,6 - Closed Won,100
OPP-02392,BlueCrest Health System – ERP Implementation,ACC-0007,315000,2021-01-10,2021-08-30,Lost,7 - Closed Lost,0
OPP-02393,City of Columbus Administration – Compliance Program,ACC-0043,43000,2025-04-02,2026-02-25,Lost,7 - Closed Lost,0
OPP-02394,Crestwood Department Stores – Data Analytics Platform,ACC-0057,616000,2022-10-20,2024-04-23,Won,6 - Closed Won,100
OPP-02395,Silverstone Health Network – Professional Services Engagement,ACC-0023,1625000,2023-04-27,2024-04-14,Lost,7 - Closed Lost,0
OPP-02396,Millbrook Medical Group – Business Intelligence Suite,ACC-0022,306000,2023-09-13,2025-09-06,Lost,7 - Closed Lost,0
OPP-02397,Greenfield Health Partners - Pacific Division – ERP Implementation,ACC-0104,73000,2023-07-06,2024-06-13,Won,6 - Closed Won,100
OPP-02398,Highpoint Health Partners – Cloud Migration,ACC-0021,858000,2024-12-24,2025-11-01,Won,6 - Closed Won,100
OPP-02399,Silverstone Health Network – Infrastructure Refresh,ACC-0023,2751000,2023-08-25,2024-05-05,Lost,7 - Closed Lost,0
OPP-02400,Summit Outdoor Retailers – Compliance Program,ACC-0062,506000,2021-12-16,2022-08-30,Won,6 - Closed Won,100
OPP-02401,Redwood Specialty Foods - Southwest District – Infrastructure Refresh,ACC-0140,385000,2023-05-20,2023-09-03,Lost,7 - Closed Lost,0
OPP-02402,Skyline Electronics - Pacific Division – Digital Transformation Initiative,ACC-0139,149000,2022-07-29,2023-03-30,Lost,7 - Closed Lost,0
OPP-02403,Cascade Regional Hospital – Compliance Program,ACC-0003,3245000,2024-01-17,2025-10-20,Lost,7 - Closed Lost,0
OPP-02404,Sunridge Health System – Cloud Migration,ACC-0030,2194000,2022-07-15,2023-01-29,Lost,7 - Closed Lost,0
OPP-02405,Westfield Service Alliance - Northeast Division – Data Analytics Platform,ACC-0155,21000,2022-12-23,2024-05-14,Lost,7 - Closed Lost,0
OPP-02406,Falcon Medical Associates - Western Region – Managed Services Contract,ACC-0115,66000,2023-01-13,2023-09-22,Lost,7 - Closed Lost,0
OPP-02407,Redwood Specialty Foods - Southwest District – Cloud Migration,ACC-0140,505000,2025-11-21,2026-03-16,Lost,7 - Closed Lost,0
OPP-02408,Northgate Supermarkets - Mountain Region – Training & Enablement Program,ACC-0136,462000,2025-06-14,2026-01-06,Lost,7 - Closed Lost,0
OPP-02409,Westfield Service Alliance – Professional Services Engagement,ACC-0100,35000,2023-09-27,2025-01-04,Lost,7 - Closed Lost,0
OPP-02410,Stonegate Healthcare - Southeast Region – Infrastructure Refresh,ACC-0116,200000,2022-05-30,2023-06-25,Lost,7 - Closed Lost,0
OPP-02411,Goldstone Jewelry Retail – Security Assessment,ACC-0073,8241000,2022-05-08,2023-06-24,Lost,7 - Closed Lost,0
OPP-02412,Falcon Medical Associates – Compliance Program,ACC-0026,179000,2024-01-16,2024-02-06,Won,6 - Closed Won,100
OPP-02413,Ridgemont Healthcare – CRM Rollout,ACC-0018,1141000,2025-05-07,2026-08-31,Open,2 - Scoping,15
OPP-02414,Tennessee Department of Health – Workforce Optimization Platform,ACC-0054,204000,2021-05-30,2022-08-28,Lost,7 - Closed Lost,0
OPP-02415,City of Indianapolis Administration – Systems Integration,ACC-0049,95000,2025-07-23,2026-07-21,Open,2 - Scoping,15
OPP-02416,Westbrook Flooring & Design – ERP Implementation,ACC-0074,3556000,2022-08-29,2023-06-26,Lost,7 - Closed Lost,0
OPP-02417,Highfield Consumer Goods - Western Region – Data Analytics Platform,ACC-0129,731000,2021-11-12,2022-08-19,Won,6 - Closed Won,100
OPP-02418,Elmwood Regional Medical Center – Data Analytics Platform,ACC-0024,693000,2025-01-10,2026-06-09,Open,2 - Scoping,15
OPP-02419,Westfield Service Alliance - Great Plains Branch – Managed Services Contract,ACC-0154,21000,2022-07-27,2022-09-17,Lost,7 - Closed Lost,0
OPP-02420,Coastal Support Group - Mountain Region – Digital Transformation Initiative,ACC-0153,16000,2024-10-12,2026-08-03,Open,5 - Negotiation,80
OPP-02421,Colorado Department of Transportation – Business Intelligence Suite,ACC-0045,86000,2025-04-09,2025-10-12,Won,6 - Closed Won,100
OPP-02422,City of Charlotte Planning – Systems Integration,ACC-0040,77000,2022-03-31,2022-06-03,Lost,7 - Closed Lost,0
OPP-02423,Ridgemont Healthcare - Northeast Division – Business Intelligence Suite,ACC-0112,31000,2023-05-15,2025-01-24,Lost,7 - Closed Lost,0
OPP-02424,City of Seattle Finance – Digital Transformation Initiative,ACC-0037,242000,2023-04-03,2025-03-03,Lost,7 - Closed Lost,0
OPP-02425,Northgate Supermarkets – Data Analytics Platform,ACC-0075,1978000,2023-12-25,2025-12-12,Lost,7 - Closed Lost,0
OPP-02426,Ridgemont Healthcare - Atlantic Division – Cloud Migration,ACC-0111,519000,2022-05-28,2023-02-15,Lost,7 - Closed Lost,0
OPP-02427,Nexus Support Services - Southwest District – Security Assessment,ACC-0145,34000,2022-03-18,2023-02-09,Won,6 - Closed Won,100
OPP-02428,Greenfield Health Partners - Pacific Division – Infrastructure Refresh,ACC-0104,17000,2021-07-22,2023-04-20,Lost,7 - Closed Lost,0
OPP-02429,Skyline Electronics - Southwest District – Network Infrastructure Upgrade,ACC-0137,35000,2022-09-17,2022-12-05,Lost,7 - Closed Lost,0
OPP-02430,City of Phoenix General Services – Network Infrastructure Upgrade,ACC-0031,336000,2023-07-04,2025-03-06,Lost,7 - Closed Lost,0
OPP-02431,Millbrook Medical Group – Infrastructure Refresh,ACC-0022,891000,2021-07-04,2022-10-27,Won,6 - Closed Won,100
OPP-02432,Vantage Customer Solutions - Pacific Division – Data Analytics Platform,ACC-0149,6000,2021-07-20,2022-10-30,Won,6 - Closed Won,100
OPP-02433,Silverstone Health Network – Systems Integration,ACC-0023,2516000,2021-06-22,2023-01-26,Lost,7 - Closed Lost,0
OPP-02434,Goldstone Jewelry Retail – CRM Rollout,ACC-0073,8211000,2022-09-09,2023-04-18,Won,6 - Closed Won,100
OPP-02435,Crestwood Department Stores - Southwest District – Professional Services Engagement,ACC-0126,20000,2023-09-07,2023-12-01,Lost,7 - Closed Lost,0
OPP-02436,Crestview Service Partners – CRM Rollout,ACC-0089,26000,2023-06-13,2024-12-06,Won,6 - Closed Won,100
OPP-02437,Millbrook Medical Group – Network Infrastructure Upgrade,ACC-0022,1178000,2022-08-29,2024-04-30,Won,6 - Closed Won,100
OPP-02438,Goldstone Jewelry Retail - Southeast Region – Training & Enablement Program,ACC-0130,944000,2021-09-29,2022-04-01,Lost,7 - Closed Lost,0
